306.31	-0.6604341027	-4.0893554688	-5.4931640625
306.31	-0.6186020164	-5.0048828125	-7.5683593750
280.83	-0.5694440478	-5.6762695313	-9.5825195312
280.64	-0.5426259958	-4.0283203125	-7.8735351563
280.41	-0.5590786043	-0.4882812500	-6.5307617188
305.88	-0.5954002487	2.5634765625	-4.8217773438
305.81	-0.5884343997	3.2348632813	-2.0751953125
305.80	-0.5741132956	3.7231445313	2.7465820313
305.97	-0.6046531779	5.0659179688	7.3852539063
306.31	-0.6368671400	4.6997070313	10.1928710937
280.81	-0.6275117826	-0.6713867188	6.7138671875
280.93	-0.6519499747	-0.8544921875	7.0190429688
306.56	-0.6774978112	-1.6479492188	5.6152343750
306.68	-0.6599398096	-2.3803710938	1.8310546875
306.85	-0.6371711992	-3.2348632813	-2.1362304688
306.80	-0.6324926397	-4.2724609375	-5.9814453125
306.70	-0.6199531886	-5.1879882813	-9.2773437500
306.54	-0.5683233640	-5.8593750000	-11.0473632812
280.69	-0.5642159775	-0.0610351562	-5.6152343750
280.37	-0.5719791032	0.0000000000	-4.2114257813
306.07	-0.5756008420	-0.4882812500	-3.2348632813
305.95	-0.6068501991	-0.6103515625	-1.7700195313
305.84	-0.6224012511	-0.1831054688	-0.3051757813
305.72	-0.6281603815	-0.2441406250	1.7700195313
305.77	-0.6120329846	-1.2817382813	3.9062500000
305.98	-0.6283447640	-2.0141601563	4.5776367188
280.47	-0.6298499052	-4.5166015625	-0.6103515625
280.47	-0.6303334526	-5.0048828125	-1.3427734375
305.99	-0.6138634529	-5.1269531250	-0.9155273438
305.96	-0.5945639778	-4.6997070313	0.2441406250
305.90	-0.5960784719	-4.0283203125	1.1596679688
306.03	-0.6116115293	-3.7841796875	1.5258789063
306.15	-0.6016745508	-4.6997070313	1.8310546875
306.31	-0.5807727092	-5.2490234375	2.0751953125
280.63	-0.5976815788	-4.2114257813	6.8969726563
280.64	-0.5870550457	-5.3100585938	8.0566406250
306.27	-0.5888289505	-5.7983398438	8.3007812500
306.47	-0.5976026577	-5.4931640625	7.9345703125
306.62	-0.6010392501	-3.8452148438	7.8125000000
306.80	-0.6000595110	-3.4179687500	8.6669921875
306.82	-0.6083791712	-3.1127929688	9.2773437500
306.82	-0.6281555211	-2.8076171875	8.8500976562
281.21	-0.5902497752	-5.2490234375	3.9062500000
281.17	-0.5673922855	-4.3334960938	2.8686523438
306.83	-0.5950789476	-3.1127929688	4.0283203125
306.85	-0.6109007341	-2.8076171875	4.5166015625
306.92	-0.6069876000	-1.8310546875	3.4179687500
306.93	-0.6140153807	-1.6479492188	2.4414062500
306.93	-0.6497738883	-2.2583007813	2.8686523438
306.92	-0.6414382692	-3.2958984375	2.3193359375
281.25	-0.6420793180	-2.8076171875	0.7934570313
281.26	-0.6018259633	-3.6621093750	-0.2441406250
306.73	-0.5832570902	-3.2348632813	0.4882812500
306.78	-0.5896784455	-2.9907226563	1.3427734375
306.76	-0.6218677227	-2.2583007813	1.9531250000
306.75	-0.6283540306	-2.4414062500	2.3803710938
306.71	-0.6038559875	-3.1127929688	2.0751953125
306.69	-0.6011347533	-2.8076171875	1.6479492188
281.05	-0.6115875322	-3.3569335938	0.2441406250
281.07	-0.5809336549	-3.3569335938	-0.9765625000
306.54	-0.6233358621	-2.4414062500	-1.0986328125
306.39	-0.6427053483	-2.4414062500	-1.8920898438
306.39	-0.6274891350	-2.0751953125	-2.2583007813
306.22	-0.5915234350	-2.3193359375	-2.3193359375
306.09	-0.5880823660	-2.5634765625	-2.3803710938
305.90	-0.6124331345	-2.9907226563	-3.2958984375
280.22	-0.6297821296	-0.0610351562	-0.2441406250
280.05	-0.6309875258	-1.5258789063	-0.7934570313
305.51	-0.5780443519	-2.9907226563	-1.0986328125
305.33	-0.5683368116	-2.8686523438	-1.5258789063
305.33	-0.6126859175	-1.8920898438	-2.0141601563
305.29	-0.6043420641	-2.3193359375	-3.1738281250
305.29	-0.5979026026	-3.0517578125	-1.1596679688
305.24	-0.6287360723	-3.1127929688	-1.1596679688
279.73	-0.5928669313	-4.5166015625	-1.5258789063
279.66	-0.5762581614	-4.2724609375	-0.7324218750
305.11	-0.5802139768	-3.2348632813	0.0000000000
305.34	-0.6166978479	-2.7465820313	0.9155273438
305.51	-0.6239657223	-3.1738281250	1.3427734375
305.65	-0.6005661781	-3.6621093750	1.9531250000
305.84	-0.5836399606	-3.3569335938	2.4414062500
280.38	-0.6072687414	-3.0517578125	4.1503906250
280.55	-0.5976677868	-3.2348632813	4.1503906250
280.72	-0.6260761645	-3.1127929688	3.9672851563
306.36	-0.6264680547	-4.0283203125	2.6245117188
306.59	-0.6158175733	-3.9672851563	1.1596679688
306.80	-0.6087978054	-3.9672851563	0.8544921875
306.77	-0.6227730135	-4.0283203125	0.7324218750
306.82	-0.6337687874	-4.3334960938	-0.1220703125
281.18	-0.5991164329	-3.9672851563	-1.0375976563
281.00	-0.6390322199	-3.9062500000	-0.1831054688
306.51	-0.6406947292	-4.5776367188	0.3662109375
306.52	-0.6042573010	-5.0048828125	0.6103515625
306.50	-0.5736662506	-5.1269531250	0.3051757813
306.53	-0.6077268183	-4.3334960938	-0.3662109375
306.29	-0.6424267793	-3.5400390625	-0.6103515625
306.15	-0.6242453199	-3.2958984375	0.7324218750
280.47	-0.6733348719	-6.1645507813	2.0751953125
280.46	-0.6151784934	-7.3242187500	0.2441406250
306.12	-0.5879282619	-5.7983398438	-1.3427734375
306.12	-0.6016220134	-4.7607421875	-2.0141601563
306.10	-0.6408854474	-4.3334960938	-1.7089843750
305.92	-0.6338610697	-4.5776367188	-0.9765625000
305.79	-0.6077397544	-4.7607421875	-0.2441406250
305.60	-0.5993438591	-4.7607421875	-1.3427734375
280.19	-0.6110507379	-3.4179687500	-2.1972656250
280.17	-0.6297846588	-4.0893554688	-2.3193359375
305.67	-0.6123201501	-4.5776367188	-2.5634765625
305.48	-0.5865916654	-4.5166015625	-0.0610351562
305.28	-0.5901018266	-3.1738281250	2.3803710938
305.46	-0.6150693352	-2.5634765625	2.5024414063
305.63	-0.6271095521	-3.1738281250	1.0375976563
305.82	-0.6287765380	-3.7231445313	0.1831054688
280.37	-0.6159601481	-2.9907226563	2.5024414063
280.57	-0.6563848160	-2.4414062500	1.6479492188
306.26	-0.6520509849	-3.2348632813	-0.5493164063
306.25	-0.6332120925	-4.4555664063	-2.8686523438
306.24	-0.6196862334	-5.1879882813	-5.0659179688
306.23	-0.6272669240	-4.8217773438	-6.3476562500
306.23	-0.6116189133	-5.2490234375	-6.7138671875
306.02	-0.6084040617	-4.9438476563	-6.5307617188
280.34	-0.6305295211	-2.5634765625	2.1972656250
280.30	-0.5956261704	-2.1362304688	3.4790039063
305.92	-0.5814234677	-2.1362304688	4.0283203125
305.92	-0.6258645856	-1.4648437500	4.1503906250
305.91	-0.6675443838	-1.1596679688	4.7607421875
306.10	-0.6802867544	-1.5869140625	5.9204101563
306.27	-0.6656355801	-2.6245117188	6.2866210938
306.50	-0.6516049976	-3.3569335938	5.1269531250
281.04	-0.6217358194	-4.0893554688	-2.9907226563
281.07	-0.6293011545	-3.9062500000	-3.2348632813
306.56	-0.6586617418	-3.4179687500	-3.9062500000
306.36	-0.6526729694	-4.1503906250	-4.5776367188
306.16	-0.6045666692	-5.1879882813	-5.7983398438
305.99	-0.5814656376	-5.4321289063	-5.8593750000
305.80	-0.5870041028	-4.5776367188	-5.4931640625
305.62	-0.5987762927	-2.8686523438	-4.5166015625
279.95	-0.6204432266	-2.1972656250	1.5869140625
279.91	-0.6169683590	-1.8920898438	2.5634765625
305.59	-0.6211815927	-2.0751953125	2.8076171875
305.80	-0.6412363783	-1.4648437500	3.1738281250
306.00	-0.6561785208	-1.4648437500	3.7841796875
306.26	-0.6604757321	-1.3427734375	4.0893554688
306.51	-0.6661120513	-1.6479492188	3.6010742188
306.67	-0.6780623369	-2.0751953125	1.5869140625
281.23	-0.6355915310	-4.3334960938	-5.0048828125
281.22	-0.6138272564	-4.2724609375	-5.4931640625
306.71	-0.6205077090	-3.6621093750	-5.0048828125
306.53	-0.6337967440	-3.6010742188	-4.7607421875
306.31	-0.6280452227	-3.2348632813	-5.0048828125
306.13	-0.5998314148	-3.9672851563	-5.0659179688
305.91	-0.6009268261	-3.9062500000	-4.6386718750
305.73	-0.6102256219	-3.4179687500	-3.7841796875
280.02	-0.6765536163	-0.4882812500	5.7373046875
280.03	-0.6769673076	-2.0141601563	3.4790039063
305.67	-0.6654800007	-3.6621093750	-0.4272460938
305.67	-0.6492719409	-5.2490234375	-2.6855468750
305.65	-0.6284254288	-6.3476562500	-3.6621093750
305.67	-0.6284254288	-6.3476562500	-3.6621093750
344.30	-0.6245702650	-1.8920898438	-1.8310546875
318.78	-0.6355973046	-1.4648437500	-3.2958984375
318.81	-0.6412759505	-1.6479492188	-5.2490234375
318.78	-0.6435527646	-2.6855468750	-6.4086914063
344.24	-0.6263342819	-3.8452148438	-5.4321289063
344.01	-0.6042929372	-3.1738281250	-2.6245117188
343.83	-0.5946708066	-2.1972656250	1.0375976563
344.01	-0.6116232313	-0.7934570313	3.3569335938
318.55	-0.6056156826	-3.2958984375	-1.3427734375
318.54	-0.6070892174	-3.0517578125	0.1831054688
280.10	-0.6172856517	-1.6479492188	2.0751953125
305.80	-0.6331862241	-0.7934570313	3.9062500000
306.00	-0.6511582951	-0.6713867188	5.1269531250
306.22	-0.6467041586	-1.0375976563	4.5166015625
306.46	-0.6329658234	-1.9531250000	1.7700195313
306.69	-0.6575410421	-2.9296875000	-0.3051757813
281.22	-0.6442764275	-2.0751953125	-2.8686523438
281.05	-0.6509025126	-1.8310546875	-1.4648437500
306.54	-0.6255139700	-2.0141601563	-0.6713867188
306.53	-0.6159440812	-2.9296875000	-0.2441406250
306.35	-0.6425525233	-3.5400390625	-0.7324218750
306.11	-0.6255643527	-4.0283203125	-2.9907226563
305.94	-0.5990960246	-3.7841796875	-3.5400390625
305.71	-0.5944470969	-3.2958984375	-0.9155273438
280.00	-0.6147243581	-2.3803710938	1.0986328125
279.92	-0.6269666873	-1.5869140625	-0.1220703125
305.39	-0.6498759937	-2.1362304688	-1.2207031250
305.42	-0.6528872126	-3.0517578125	-2.1362304688
305.39	-0.6079548498	-4.1503906250	-2.9296875000
305.45	-0.5875895557	-4.7607421875	-2.6855468750
305.45	-0.5942350910	-4.2114257813	-1.8310546875
305.45	-0.5868899078	-2.5634765625	-0.7324218750
279.92	-0.6254136534	-1.7700195313	-1.8920898438
279.93	-0.6631545805	-2.3803710938	-1.4038085938
305.44	-0.6454522135	-2.5634765625	0.3051757813
305.48	-0.6064749126	-1.8920898438	2.8076171875
305.65	-0.6035722015	-0.1220703125	2.9296875000
305.78	-0.6565062851	0.3051757813	2.0751953125
306.14	-0.6778887413	-1.7089843750	0.2441406250
280.62	-0.6095884640	-3.6010742188	-2.4414062500
280.61	-0.6107995437	-3.6010742188	-0.9155273438
280.64	-0.5898688503	-3.0517578125	-1.2207031250
306.12	-0.6012560441	-2.3803710938	-1.8310546875
306.15	-0.6323235911	-3.1127929688	-0.7934570313
306.13	-0.6410987540	-4.2724609375	0.1831054688
306.12	-0.6149524384	-4.5166015625	-0.0610351562
305.92	-0.5752308176	-4.3945312500	-0.9155273438
280.27	-0.6293708127	-0.3662109375	0.6103515625
280.08	-0.6109072697	-2.3193359375	3.6010742188
305.73	-0.6155063066	-2.9296875000	4.5166015625
305.91	-0.6389302477	-3.6010742188	3.1127929688
306.09	-0.6362758919	-4.0283203125	1.1596679688
306.26	-0.6158913026	-4.2114257813	0.1220703125
306.41	-0.6368894994	-3.1738281250	0.7324218750
306.60	-0.6442331388	-2.5024414063	1.3427734375
280.98	-0.6191082133	-5.5541992188	-0.3051757813
280.99	-0.6169104337	-6.1645507813	-3.8452148438
306.47	-0.6089549793	-4.9438476563	-7.3242187500
306.30	-0.5720782562	-3.9672851563	-7.3242187500
306.14	-0.5619598673	-2.9296875000	-2.7465820313
305.98	-0.6510153637	-0.3051757813	2.8686523438
305.94	-0.6462476311	-1.2207031250	2.8686523438
305.93	-0.6025788112	-2.9907226563	1.9531250000
280.28	-0.6182093679	-3.9062500000	-0.4272460938
280.06	-0.5936535328	-3.4790039063	2.5634765625
305.72	-0.6197286933	-2.0141601563	3.6621093750
305.91	-0.6629962663	-2.0751953125	0.9765625000
306.10	-0.6604353819	-4.0283203125	-2.8076171875
306.12	-0.6076027120	-5.2490234375	-4.3334960938
306.11	-0.5633714254	-4.9438476563	-3.3569335938
306.15	-0.5622080405	-2.8076171875	-2.8686523438
280.51	-0.5965546747	-2.5634765625	2.0751953125
280.52	-0.6241100643	-1.8920898438	2.3193359375
306.16	-0.6437620141	-1.7700195313	2.1362304688
306.29	-0.6308262394	-2.1362304688	1.8310546875
306.24	-0.6204586253	-2.6245117188	2.4414062500
306.20	-0.6245307163	-2.3803710938	2.1362304688
306.16	-0.6471672038	-1.8920898438	1.2207031250
306.33	-0.6630128503	-2.0751953125	0.6103515625
280.87	-0.6165469919	-3.7231445313	-4.0283203125
280.81	-0.6069796323	-3.4790039063	-3.3569335938
306.31	-0.6143578952	-2.6855468750	-1.7700195313
306.14	-0.6210832018	-1.4648437500	-1.2817382813
305.99	-0.6228620984	-1.5258789063	-0.8544921875
305.87	-0.6178746625	-2.6855468750	-0.1220703125
305.75	-0.6289850311	-2.3803710938	0.4882812500
305.83	-0.6306942498	-2.1972656250	1.3427734375
280.21	-0.6122897760	-4.2724609375	0.0000000000
280.22	-0.5982861646	-3.5400390625	0.1831054688
305.86	-0.6182538146	-2.5024414063	0.7934570313
306.07	-0.6501680806	-2.1972656250	0.9765625000
306.24	-0.6334553462	-2.9296875000	0.0000000000
306.42	-0.6279367131	-3.5400390625	-0.0610351562
306.43	-0.6274675142	-3.7231445313	-0.0610351562
306.45	-0.6325148677	-3.5400390625	-0.9155273438
280.98	-0.5986184760	-3.2348632813	-1.5258789063
280.76	-0.6169923091	-1.6479492188	0.7324218750
306.41	-0.6314323728	-1.0986328125	2.1362304688
306.38	-0.6339134682	-1.7089843750	1.7700195313
